,source,target,stimulation,inhibition,mode_of_action
10095,Q12933,Q05513,0,0,0.1
10096,Q9NPC1,P31749,0,0,0.1
10097,P11717,P17612,0,0,0.1
10098,Q9Y2X7,O94806,0,0,0.1
10099,P07900,P78527,0,0,0.1
10100,Q9H9Q4,P78527,0,0,0.1
10101,P22681,Q15303,0,0,0.1
10102,Q99961,Q05397,0,0,0.1
10103,P31751,P18031,0,0,0.1
10104,Q8N122,P06493,0,0,0.1
10105,P17600,Q8TAS1,0,0,0.1
10106,P49427,P67870,0,0,0.1
10107,P17706,P06493,0,0,0.1
10108,Q9H9Q4,Q13315,0,0,0.1
10109,O60934,P15927,0,0,0.1
10110,Q9Y2V2,Q15418,0,0,0.1
10111,Q9H6Z4,Q15418,0,0,0.1
10112,P78371,P31749,0,0,0.1
10113,P22736,O75582,0,0,0.1
10114,P11234,P17252,0,0,0.1
10115,Q8TB45,P23443,0,0,0.1
10116,Q9Y2V2,P51812,0,0,0.1
10117,Q9H6Z4,P51812,0,0,0.1
10118,Q8IX03,Q96GD4,0,0,0.1
10119,P78348,P17612,0,0,0.1
10120,Q96EB6,P68400,0,0,0.1
10121,Q12959,P06493,0,0,0.1
10122,P42858,P31749,0,0,0.1
10123,Q8WX93,P31749,0,0,0.1
10124,P52566,P12931,0,0,0.1
10125,P04439,P12931,0,0,0.1
10126,P50281,P12931,0,0,0.1
10127,Q14847,Q13237,0,0,0.1
10128,Q9UBS0,P12931,0,0,0.1
10129,P07900,P68400,0,0,0.1
10130,Q9BUL8,O00506,0,0,0.1
10131,Q8IX03,P28482,0,0,0.1
10132,P26045,O43318,0,0,0.1
10133,Q9H3D4,P36897,0,0,0.1
10134,Q92569,P06213,0,0,0.1
10135,Q9NS91,O00311,0,0,0.1
10136,Q8IXJ6,Q9UNH5,0,0,0.1
10137,P11717,P68400,0,0,0.1
10138,Q8IX03,O14965,0,0,0.1
10139,P11388,P06493,0,0,0.1
10140,Q96KB5,P06493,0,0,0.1
10141,Q9H6Z4,P31749,0,0,0.1
10142,P05783,Q14012,0,0,0.1
10143,P29692,P68400,0,0,0.1
10144,P24941,P31751,0,0,0.1
10145,O43432,Q14012,0,0,0.1
10146,Q8IXJ6,O60729,0,0,0.1
10147,P17706,P24941,0,0,0.1
10148,P06493,P46527,0,0,0.1
10149,P47736,P06493,0,0,0.1
10150,Q99638,P24941,0,0,0.1
10151,Q9NS23,O14757,0,0,0.1
10152,Q8WX93,P31751,0,0,0.1
10153,Q13144,P48729,0,0,0.1
10154,P56817,P48730,0,0,0.1
10155,Q01844,P27361,0,0,0.1
10156,P11836,P68400,0,0,0.1
10157,Q9UQE7,P68400,0,0,0.1
10158,P11836,P19784,0,0,0.1
10159,P08473,P67870,0,0,0.1
10160,Q07955,Q13627,0,0,0.1
10161,Q13563,P49840,0,0,0.1
10162,P29590,O96017,0,0,0.1
10163,P24385,Q13547,0,0,0.1
10164,Q9UQE7,P19784,0,0,0.1
10165,Q01844,Q15759,0,0,0.1
10166,Q8N122,Q15759,0,0,0.1
10167,Q01844,Q16539,0,0,0.1
10168,Q01844,P28482,0,0,0.1
10169,P49790,P28482,0,0,0.1
10170,P78371,P23443,0,0,0.1
10171,P49790,P27361,0,0,0.1
10172,Q01892,P27361,0,0,0.1
10173,Q13177,P54646,0,0,0.1
10174,Q8IX03,P27361,0,0,0.1
10175,P05787,P27361,0,0,0.1
10176,Q9NZQ3,P16333,0,0,0.1
10177,P18031,P06493,0,0,0.1
10178,P49023,O96013,0,0,0.1
10179,P68104,Q96RG2,0,0,0.1
10180,P42768,Q06187,0,0,0.1
10181,Q16143,O14757,0,0,0.1
10182,P30307,Q16512,0,0,0.1
10183,P35222,P53350,0,0,0.1
10184,P30626,P53350,0,0,0.1
10185,P62993,P29350,0,0,0.1
10186,P29350,P13688,0,0,0.1
10187,Q9BX66,P18206,0,0,0.1
10188,P05556,P67775,0,0,0.1
10189,Q92835,P07948,0,0,0.1
10190,Q15654,P17813,0,0,0.1
10191,P29353,P05556,0,0,0.1
10192,Q9HBI1,Q13418,0,0,0.1
10193,P49023,P18206,0,0,0.1
10194,P49023,P13688,0,0,0.1
10195,Q14192,P05556,0,0,0.1
10196,P40763,P07384,0,0,0.1
10197,Q06124,P43405,0,0,0.1
10198,P63244,P18084,0,0,0.1
10199,Q03405,P07948,0,0,0.1
10200,P08195,P05556,0,0,0.1
10201,P13688,P05106,0,0,0.1
10202,Q9Y3M8,P68363,0,0,0.1
10203,Q14155,P29353,0,0,0.1
10204,P60709,P35579,0,0,0.1
10205,P28482,P18564,0,0,0.1
10206,Q13153,P50552,0,0,0.1
10207,P56945,P49023,0,0,0.1
10208,Q14192,P26006,0,0,0.1
10209,Q13905,P22681,0,0,0.1
10210,Q15654,P61586,0,0,0.1
10211,P98161,Q05397,0,0,0.1
10212,P40763,P06213,0,0,0.1
10213,Q9HBI1,P60709,0,0,0.1
10214,Q96B97,P07948,0,0,0.1
10215,Q14192,P05107,0,0,0.1
10216,Q03135,P05556,0,0,0.1
10217,P21333,P19174,0,0,0.1
10218,Q96B97,P06241,0,0,0.1
10219,Q15942,P60709,0,0,0.1
10220,P28482,P06213,0,0,0.1
10221,Q96B97,P12931,0,0,0.1
10222,Q99418,P05107,0,0,0.1
10223,Q14192,P28482,0,0,0.1
10224,Q14790,Q13418,0,0,0.1
10225,P43405,P06241,0,0,0.1
10226,Q03405,P05107,0,0,0.1
10227,P63244,P05107,0,0,0.1
10228,P63244,P06213,0,0,0.1
10229,P37173,P37023,0,0,0.1
10230,O75689,Q02156,0,0,0.1
10231,P07766,P06241,0,0,0.1
10232,P35222,O15111,0,0,0.1
10233,Q8IX03,Q05513,0,0,0.1
10234,P17813,P37023,0,0,0.1
10235,P23771,P17612,0,0,0.1
10236,Q96FA3,Q9UHD2,0,0,0.1
10237,Q9BRV8,Q9UHD2,0,0,0.1
10238,Q4VCS5,P41743,0,0,0.1
10239,Q03112,P68400,0,0,0.1
10240,Q14005,P68400,0,0,0.1
10241,Q15717,P17252,0,0,0.1
10242,P56945,P51813,0,0,0.1
10243,P17181,Q16539,0,0,0.1
10244,Q96T58,Q13153,0,0,0.1
10245,Q04864,O14920,0,0,0.1
10246,Q8N2W9,Q05513,0,0,0.1
10247,O95999,P31749,0,0,0.1
10248,P40337,P68400,0,0,0.1
10249,Q9Y3F4,Q99683,0,0,0.1
10250,P23396,O14920,0,0,0.1
10251,O15294,P49841,0,0,0.1
10252,Q92574,P53350,0,0,0.1
10253,O15455,P12931,0,0,0.1
10254,Q13422,Q06187,0,0,0.1
10255,Q86WV6,O75385,0,0,0.1
10256,Q9NPB6,P41743,0,0,0.1
10257,Q12972,P07948,0,0,0.1
10258,Q15653,P68400,0,0,0.1
10259,P63244,P29597,0,0,0.1
10260,P15941,P49841,0,0,0.1
10261,P03372,O15111,0,0,0.1
10262,P21333,Q9UQM7,0,0,0.1
10263,Q13094,Q08881,0,0,0.1
10264,Q16621,P45983,0,0,0.1
10265,P42574,P67775,0,0,0.1
10266,P20138,P29350,0,0,0.1
10267,P16581,Q06124,0,0,0.1
10268,P62258,P54253,0,0,0.1
10269,P63104,P54253,0,0,0.1
10270,Q04917,Q04206,0,0,0.1
10271,P62258,P56524,0,0,0.1
10272,Q02156,P63104,0,0,0.1
10273,P98170,O14757,0,0,0.1
10274,Q9H4M9,Q9H1K0,0,0,0.1
10275,P06730,O43432,0,0,0.1
10276,P06730,O00571,0,0,0.1
10277,P51617,P50552,0,0,0.1
10278,Q9GZT9,Q14318,0,0,0.1
10279,P05067,O00213,0,0,0.1
10280,Q63HR2,P26010,0,0,0.1
10281,Q9Y297,P18848,0,0,0.1
10282,Q9UKB1,P17181,0,0,0.1
10283,P62993,P05067,0,0,0.1
10284,Q13444,P12931,0,0,0.1
10285,Q9UBT2,P63165,0,0,0.1
10286,Q13077,P28908,0,0,0.1
10287,Q12933,P28908,0,0,0.1
10288,Q13114,P28908,0,0,0.1
10289,Q13114,P36941,0,0,0.1
10290,Q96BK5,P54274,0,0,0.1
10291,Q9Y6H5,Q13526,0,0,0.1
10292,Q13526,P46527,0,0,0.1
10293,Q13526,P84022,0,0,0.1
10294,Q9NY61,Q13526,0,0,0.1
10295,Q13526,P40763,0,0,0.1
10296,Q04206,Q13526,0,0,0.1
10297,Q9UER7,Q13526,0,0,0.1
10298,Q96QZ7,O43707,0,0,0.1
10299,Q9Y624,Q07157,0,0,0.1
10300,Q05513,P53004,0,0,0.1
10301,P51532,P06400,0,0,0.1
10302,Q13547,P06400,0,0,0.1
10303,Q96CW1,P16410,0,0,0.1
10304,P48382,O14593,0,0,0.1
10305,Q96EP0,P55072,0,0,0.1
10306,Q5JY77,P08588,0,0,0.1
10307,Q5JY77,P11229,0,0,0.1
10308,P19838,P49841,0,0,0.1
10309,P49917,Q13315,0,0,0.1
10310,P16885,P07948,0,0,0.1
10311,P30419,P07948,0,0,0.1
10312,Q96A00,Q02156,0,0,0.1
10313,Q96A00,Q05513,0,0,0.1
10314,P31995,P43405,0,0,0.1
10315,P54274,O95271,0,0,0.1
10316,P12830,P42574,0,0,0.1
10317,Q96CV9,O95166,0,0,0.1
10318,Q9BXW4,Q13501,0,0,0.1
10319,O95166,O60238,0,0,0.1
10320,Q9BXW4,Q13137,0,0,0.1
10321,Q9UER7,O43791,0,0,0.1
10322,Q12982,Q07866,0,0,0.1
10323,P45973,P06400,0,0,0.1
10324,P19174,O00254,0,0,0.1
10325,P19174,O14490,0,0,0.1
10326,P19174,O15085,0,0,0.1
10327,Q13094,O15117,0,0,0.1
10328,P19174,O15360,0,0,0.1
10329,P19174,O43281,0,0,0.1
10330,P19174,O43918,0,0,0.1
10331,Q13094,O75791,0,0,0.1
10332,P19174,P01008,0,0,0.1
10333,P18031,P04629,0,0,0.1
10334,Q16665,P08047,0,0,0.1
10335,P19174,P10301,0,0,0.1
10336,P19174,P11678,0,0,0.1
10337,P19878,P14598,0,0,0.1
10338,P19174,P15918,0,0,0.1
10339,P20810,P19174,0,0,0.1
10340,Q15025,P21580,0,0,0.1
10341,Q8NFZ5,P21580,0,0,0.1
10342,P21817,P19174,0,0,0.1
10343,Q9UBP9,P26010,0,0,0.1
10344,P26951,P19174,0,0,0.1
10345,P27816,P19174,0,0,0.1
10346,P62993,P27986,0,0,0.1
10347,P18031,P29376,0,0,0.1
10348,P31946,P07437,0,0,0.1
10349,P49815,P31946,0,0,0.1
10350,P31994,P19174,0,0,0.1
10351,Q8TEW0,P33151,0,0,0.1
10352,P42684,P19174,0,0,0.1
10353,P62993,P46527,0,0,0.1
10354,P49916,P19174,0,0,0.1
10355,P61981,P07437,0,0,0.1
10356,P61981,P49815,0,0,0.1
10357,P63104,P07437,0,0,0.1
10358,P63104,P49815,0,0,0.1
10359,Q07157,P60709,0,0,0.1
10360,Q15811,Q07889,0,0,0.1
10361,Q07890,P19174,0,0,0.1
10362,Q13087,P19174,0,0,0.1
10363,Q13309,P63208,0,0,0.1
10364,Q13444,P16333,0,0,0.1
10365,Q13444,P62993,0,0,0.1
10366,Q13501,P0CG48,0,0,0.1
10367,Q15036,P19174,0,0,0.1
10368,Q15599,P13569,0,0,0.1
10369,P18031,Q16288,0,0,0.1
10370,Q9BYM8,Q96EP0,0,0,0.1
10371,Q8NI35,Q8N3R9,0,0,0.1
10372,Q92918,P19174,0,0,0.1
10373,Q99962,Q96J02,0,0,0.1
10374,Q96T58,P19174,0,0,0.1
10375,Q9UHI7,P19174,0,0,0.1
10376,P16333,Q9UKE5,0,0,0.1
10377,Q9UPX8,P19174,0,0,0.1
10378,P05067,Q9UQF2,0,0,0.1
10379,P05787,P28482,0,0,0.1
10380,Q9Y6Q9,Q92793,0,0,0.1
10381,O75925,Q99873,0,0,0.1
10382,Q13547,Q96KQ7,0,0,0.1
10383,P05067,P42574,0,0,0.1
10384,P05412,Q09472,0,0,0.1
10385,P19525,P23458,0,0,0.1
10386,P42229,Q06187,0,0,0.1
10387,Q96G01,P49841,0,0,0.1
10388,Q13887,Q09472,0,0,0.1
10389,Q14005,P06493,0,0,0.1
10390,Q8TAQ2,P31749,0,0,0.1
10391,P30291,P31749,0,0,0.1
10392,Q9H0K1,P31751,0,0,0.1
10393,P02545,P24941,0,0,0.1
10394,Q15796,P49841,0,0,0.1
10395,Q8IX07,P49841,0,0,0.1
10396,P10912,P08069,0,0,0.1
10397,P11802,P07948,0,0,0.1
10398,Q00613,P28482,0,0,0.1
10399,P12036,Q16539,0,0,0.1
10400,Q04912,P62136,0,0,0.1
10401,P49768,P17612,0,0,0.1
10402,O75689,P17252,0,0,0.1
10403,Q13153,Q13976,0,0,0.1
10404,Q9Y2V2,O00141,0,0,0.1
10405,Q15118,P12931,0,0,0.1
10406,P04637,O14920,0,0,0.1
10407,P05023,P28482,0,0,0.1
10408,P15941,P07948,0,0,0.1
10409,P21854,P07948,0,0,0.1
10410,P40763,O43293,0,0,0.1
10411,P51617,P41743,0,0,0.1
10412,P51692,P06213,0,0,0.1
10413,P58753,P51617,0,0,0.1
10414,P58753,Q9NWZ3,0,0,0.1
10415,Q12933,Q14164,0,0,0.1
10416,Q14164,O15111,0,0,0.1
10417,Q14653,P45984,0,0,0.1
10418,Q86UR1,Q16539,0,0,0.1
10419,Q96B36,P11309,0,0,0.1
10420,Q9UQB3,P31749,0,0,0.1
10421,Q9Y6K9,Q14164,0,0,0.1
10422,Q9Y6H5,P37840,0,0,0.1
10423,Q15036,P16109,0,0,0.1
10424,P63244,P28827,0,0,0.1
10425,P35222,P15941,0,0,0.1
10426,Q8N668,P25963,0,0,0.1
10427,Q9BUZ4,P23443,0,0,0.1
10428,Q8NFZ0,P63208,0,0,0.1
10429,P27986,P12318,0,0,0.1
10430,P32519,P19838,0,0,0.1
10431,P29590,P06730,0,0,0.1
10432,Q04206,P29590,0,0,0.1
10433,P31269,O00470,0,0,0.1
10434,P14923,P12830,0,0,0.1
10435,P13010,P12956,0,0,0.1
10436,P25800,P23771,0,0,0.1
10437,P40424,O00470,0,0,0.1
10438,P67870,Q05513,0,0,0.1
10439,Q92806,P48051,0,0,0.1
10440,Q13094,P16333,0,0,0.1
10441,Q9P2M7,Q07157,0,0,0.1
10442,Q07955,P11387,0,0,0.1
10443,Q9BUZ4,P14598,0,0,0.1
10444,O43541,O43318,0,0,0.1
10445,Q9HAU5,Q92900,0,0,0.1
10446,P35240,O14745,0,0,0.1
10447,P61073,P01730,0,0,0.1
10448,Q12933,Q9UHD2,0,0,0.1
10449,O15105,P36896,0,0,0.1
10450,P19419,P11831,0,0,0.1
10451,P17676,P06400,0,0,0.1
10452,Q15669,P52565,0,0,0.1
10453,P78347,P11831,0,0,0.1
10454,Q9Y4K3,P43405,0,0,0.1
10455,P28324,P11831,0,0,0.1
10456,P40763,P51813,0,0,0.1
10457,Q9BX66,O75955,0,0,0.1
10458,Q9NSE2,P19235,0,0,0.1
10459,P35221,P18206,0,0,0.1
10460,P48023,P06241,0,0,0.1
10461,Q01105,P38936,0,0,0.1
10462,Q9UBT2,Q9UBE0,0,0,0.1
10463,Q08380,P17931,0,0,0.1
10464,P63096,O43566,0,0,0.1
10465,P18031,Q16620,0,0,0.1
10466,Q13094,P15498,0,0,0.1
10467,P19438,P23458,0,0,0.1
10468,P05067,O14964,0,0,0.1
10469,P45974,P0CG48,0,0,0.1
10470,Q15910,O75461,0,0,0.1
10471,P12755,O15379,0,0,0.1
10472,Q96EQ8,P61077,0,0,0.1
10473,Q14683,O60216,0,0,0.1
10474,Q99836,Q92985,0,0,0.1
10475,Q9Y265,Q9Y230,0,0,0.1
10476,Q01105,P39687,0,0,0.1
10477,Q9UER7,Q01201,0,0,0.1
10478,Q96EB6,P05412,0,0,0.1
10479,Q13547,P04150,0,0,0.1
10480,Q15910,O75530,0,0,0.1
10481,Q92793,P15336,0,0,0.1
10482,Q92769,Q13330,0,0,0.1
10483,P63279,O75925,0,0,0.1
10484,Q9NQC7,Q13501,0,0,0.1
10485,Q8N668,Q04206,0,0,0.1
10486,Q9Y6K9,P0CG48,0,0,0.1
10487,Q9Y3I1,P63208,0,0,0.1
10488,Q9Y4K3,Q16584,0,0,0.1
10489,Q9Y4K3,O43734,0,0,0.1
10490,Q15819,P61088,0,0,0.1
10491,P46934,P13569,0,0,0.1
10492,P21580,P0CG48,0,0,0.1
10493,Q9NWF9,Q99706,0,0,0.1
10494,Q96J02,Q93008,0,0,0.1
10495,Q9Y6I3,P0CG48,0,0,0.1
10496,P12931,P11473,0,0,0.1
10497,Q7Z6J0,P63000,0,0,0.1
10498,O75886,O14964,0,0,0.1
10499,P54725,P0CG48,0,0,0.1
10500,Q13501,Q05513,0,0,0.1
10501,Q9BYM8,Q13546,0,0,0.1
10502,Q12809,P07900,0,0,0.1
10503,Q15843,Q13616,0,0,0.1
10504,Q14653,P19474,0,0,0.1
10505,P58753,O15524,0,0,0.1
10506,Q13617,P40337,0,0,0.1
10507,Q99496,P35227,0,0,0.1
10508,Q99627,Q13098,0,0,0.1
10509,P46109,P42229,0,0,0.1
10510,Q9Y4K3,Q99759,0,0,0.1
10511,Q13105,Q02556,0,0,0.1
10512,Q15116,O15524,0,0,0.1
10513,Q8TEL6,Q12933,0,0,0.1
10514,Q99933,P34932,0,0,0.1
10515,O60563,P50750,0,0,0.1
10516,O95999,O43318,0,0,0.1
10517,P78318,P62714,0,0,0.1
10518,Q13547,P35222,0,0,0.1
10519,Q9NPB6,Q8TEW0,0,0,0.1
10520,Q99496,P25490,0,0,0.1
10521,Q13489,Q13114,0,0,0.1
10522,P32121,P30556,0,0,0.1
10523,Q13547,Q05516,0,0,0.1
10524,Q12933,Q07011,0,0,0.1
10525,P19438,P12931,0,0,0.1
10526,P51668,P25963,0,0,0.1
10527,Q00610,P25105,0,0,0.1
10528,Q92905,Q13616,0,0,0.1
10529,Q00987,P10914,0,0,0.1
10530,Q9Y6K9,Q93009,0,0,0.1
10531,P62753,O95793,0,0,0.1
10532,P35222,P33151,0,0,0.1
10533,Q9Y297,Q13127,0,0,0.1
10534,Q9H3M7,P10599,0,0,0.1
10535,P37231,P35222,0,0,0.1
10536,Q09472,P52630,0,0,0.1
10537,Q9Y6X2,Q04206,0,0,0.1
10538,Q96CV9,P0CG48,0,0,0.1
10539,Q7L804,P62491,0,0,0.1
10540,Q00610,P49407,0,0,0.1
10541,P49407,P25105,0,0,0.1
10542,P35638,P17676,0,0,0.1
10543,P62834,P25445,0,0,0.1
10544,Q01094,P98170,0,0,0.1
10545,Q15910,Q15022,0,0,0.1
10546,P98170,P15170,0,0,0.1
10547,Q8N668,Q13616,0,0,0.1
10548,Q00653,P40763,0,0,0.1
10549,Q9UHD8,Q16665,0,0,0.1
10550,Q99814,P27540,0,0,0.1
10551,P34932,O95817,0,0,0.1
10552,P55072,P07550,0,0,0.1
10553,Q9UBT2,P63279,0,0,0.1
10554,P05161,O95786,0,0,0.1
10555,Q92905,Q13618,0,0,0.1
10556,Q8NFZ5,P41279,0,0,0.1
10557,O15105,Q16539,0,0,0.1
10558,P05186,Q99558,0,0,0.1
10559,P30086,Q99558,0,0,0.1
10560,P27348,Q99759,0,0,0.1
10561,Q92844,Q12933,0,0,0.1
10562,Q9NYJ8,Q12933,0,0,0.1
10563,Q8N5C8,Q12933,0,0,0.1
10564,Q12933,O15519,0,0,0.1
10565,Q12933,P05186,0,0,0.1
10566,Q12933,Q16512,0,0,0.1
10567,Q92844,Q13114,0,0,0.1
10568,Q9Y4K3,P51787,0,0,0.1
10569,Q9Y4K3,P62191,0,0,0.1
10570,Q9Y4K3,P28074,0,0,0.1
10571,Q9Y4K3,Q99460,0,0,0.1
10572,Q9Y4K3,P17980,0,0,0.1
10573,Q13114,P05186,0,0,0.1
10574,Q13490,P19438,0,0,0.1
10575,P07900,Q9UHD2,0,0,0.1
10576,Q8N5C8,P49116,0,0,0.1
10577,Q9Y618,P25963,0,0,0.1
10578,Q9UKB1,P19838,0,0,0.1
10579,Q00653,O00221,0,0,0.1
10580,Q13588,P10721,0,0,0.1
10581,P46108,P10721,0,0,0.1
10582,Q9P212,P10721,0,0,0.1
10583,Q9H6S1,Q14164,0,0,0.1
10584,Q9Y297,Q13616,0,0,0.1
10585,P25963,O95163,0,0,0.1
10586,Q15796,P35222,0,0,0.1
10587,Q9Y265,P35222,0,0,0.1
10588,P01112,Q9UQ13,0,0,0.1
10589,P25054,P14923,0,0,0.1
10590,P42229,P42224,0,0,0.1
10591,P51692,P42229,0,0,0.1
10592,P51692,P40763,0,0,0.1
10593,Q96FJ0,O15105,0,0,0.1
10594,Q96FJ0,Q15796,0,0,0.1
10595,P51692,P42224,0,0,0.1
10596,P06702,P05109,0,0,0.1
10597,Q15080,P19878,0,0,0.1
10598,P27986,P30530,0,0,0.1
10599,O00459,P30530,0,0,0.1
10600,P06239,P30530,0,0,0.1
10601,Q14790,P25445,0,0,0.1
10602,Q15370,P40337,0,0,0.1
10603,Q15369,P40337,0,0,0.1
10604,Q9Y6Q6,O00463,0,0,0.1
10605,P15311,P05362,0,0,0.1
10606,Q9UKJ1,P29350,0,0,0.1
10607,P27348,P42345,0,0,0.1
10608,P81274,P04899,0,0,0.1
10609,P63165,P46060,0,0,0.1
10610,Q96EB6,O95352,0,0,0.1
10611,Q9HC52,Q99496,0,0,0.1
10612,Q86VP6,Q13620,0,0,0.1
10613,P60228,O15371,0,0,0.1
10614,Q7Z434,O94817,0,0,0.1
10615,Q9H1Y0,Q7Z434,0,0,0.1
10616,Q9H1Y0,O95786,0,0,0.1
10617,O95786,O94817,0,0,0.1
10618,Q9H1Y0,Q9BYX4,0,0,0.1
10619,Q9BYX4,O94817,0,0,0.1
10620,Q99496,O00257,0,0,0.1
10621,Q99496,O95931,0,0,0.1
10622,Q9NT62,O94817,0,0,0.1
10623,Q99496,Q8N488,0,0,0.1
10624,Q13191,P0CG48,0,0,0.1
10625,Q13489,P62837,0,0,0.1
10626,P01112,O43566,0,0,0.1
10627,Q13490,P61077,0,0,0.1
10628,P40763,P30626,0,0,0.1
10629,P25942,P24394,0,0,0.1
10630,P27986,O00329,0,0,0.1
10631,O00459,O00329,0,0,0.1
10632,P42336,O00459,0,0,0.1
10633,Q9Y6Q6,O43318,0,0,0.1
10634,Q9Y6Q6,Q9NYJ8,0,0,0.1
10635,Q9Y4K3,P12931,0,0,0.1
10636,Q13077,P12931,0,0,0.1
10637,Q13114,P12931,0,0,0.1
10638,Q9Y4K3,P22681,0,0,0.1
10639,Q13114,Q13077,0,0,0.1
10640,Q9Y4K3,Q13077,0,0,0.1
10641,Q9Y4K3,Q13114,0,0,0.1
10642,Q9UQC2,P16885,0,0,0.1
10643,O75791,O43561,0,0,0.1
10644,Q9NSC5,P17676,0,0,0.1
10645,P05412,Q13469,0,0,0.1
10646,P18146,O95644,0,0,0.1
10647,Q13469,P18146,0,0,0.1
10648,P32927,P06241,0,0,0.1
10649,O14543,O14508,0,0,0.1
10650,Q9NPH3,P51617,0,0,0.1
10651,Q99836,O43187,0,0,0.1
10652,Q96FA3,Q9NWZ3,0,0,0.1
10653,Q9Y4K3,Q96FA3,0,0,0.1
10654,O95163,O43318,0,0,0.1
10655,O95163,O15111,0,0,0.1
10656,Q9Y4K3,Q05513,0,0,0.1
10657,O43318,Q99759,0,0,0.1
10658,Q13163,Q05513,0,0,0.1
10659,Q13163,P41743,0,0,0.1
10660,Q92569,O00329,0,0,0.1
10661,Q03135,P12830,0,0,0.1
10662,Q9UJM3,P62993,0,0,0.1
10663,P40763,P16871,0,0,0.1
10664,P42229,P40763,0,0,0.1
10665,P84022,P15336,0,0,0.1
10666,P37173,P09486,0,0,0.1
10667,Q7Z3T8,Q13485,0,0,0.1
10668,Q7Z3T8,P36897,0,0,0.1
10669,Q9UJU2,O15105,0,0,0.1
10670,Q92837,O14640,0,0,0.1
10671,Q9Y297,P25054,0,0,0.1
10672,P51692,P46109,0,0,0.1
10673,Q01344,P32927,0,0,0.1
10674,A7MCY6,Q9UHD2,0,0,0.1
10675,Q92905,Q12933,0,0,0.1
10676,Q9Y6K9,Q9UHD2,0,0,0.1
10677,Q9Y6K9,P40222,0,0,0.1
10678,Q92851,Q13077,0,0,0.1
10679,Q13490,Q13077,0,0,0.1
10680,Q13546,Q99759,0,0,0.1
10681,Q9UKB1,Q13616,0,0,0.1
10682,P63165,P25963,0,0,0.1
10683,Q9Y6K9,P08238,0,0,0.1
10684,Q16584,Q12933,0,0,0.1
10685,Q8N5C8,Q15750,0,0,0.1
10686,P63244,P19438,0,0,0.1
10687,P14784,P04049,0,0,0.1
10688,Q9NSE2,P14784,0,0,0.1
10689,O14746,P23443,0,0,0.1
10690,O14746,P42345,0,0,0.1
10691,P07900,O14746,0,0,0.1
10692,P52333,P09327,0,0,0.1
10693,P10275,P09874,0,0,0.1
10694,P27986,P16473,0,0,0.1
10695,Q9UKG1,P23945,0,0,0.1
10696,P23945,P31751,0,0,0.1
10697,P62993,P20273,0,0,0.1
10698,P78314,P19174,0,0,0.1
10699,Q92835,P27986,0,0,0.1
10700,P20273,P19174,0,0,0.1
10701,Q13547,P40763,0,0,0.1
10702,P19838,P17676,0,0,0.1
10703,Q9Y4K3,P08138,0,0,0.1
10704,P98170,P36896,0,0,0.1
10705,Q9Y4K3,Q15326,0,0,0.1
10706,Q9Y4K3,O95999,0,0,0.1
10707,Q9Y4K3,Q9BUZ4,0,0,0.1
10708,Q9Y4K3,Q14790,0,0,0.1
10709,P98170,O43318,0,0,0.1
10710,O43318,Q9C0K7,0,0,0.1
10711,O43318,Q99683,0,0,0.1
10712,P98170,P51668,0,0,0.1
10713,O14964,O43318,0,0,0.1
10714,O43734,O43318,0,0,0.1
10715,Q9BUZ4,P51617,0,0,0.1
10716,Q99836,O15455,0,0,0.1
10717,P98170,P61077,0,0,0.1
10718,O00206,O43353,0,0,0.1
10719,O43353,P51617,0,0,0.1
10720,P00533,O60603,0,0,0.1
10721,Q9NYJ8,O15379,0,0,0.1
10722,Q13501,Q04771,0,0,0.1
10723,Q13501,O00238,0,0,0.1
10724,Q13501,P06239,0,0,0.1
10725,Q13501,P41743,0,0,0.1
10726,Q13546,P41743,0,0,0.1
10727,Q13546,Q05513,0,0,0.1
10728,Q99836,Q9Y616,0,0,0.1
10729,P01112,O43187,0,0,0.1
10730,Q9NPH3,O43187,0,0,0.1
10731,P63165,P51617,0,0,0.1
10732,P59046,P51617,0,0,0.1
10733,Q15628,Q13501,0,0,0.1
10734,Q9BUZ4,Q8IUC6,0,0,0.1
10735,Q15750,Q15326,0,0,0.1
10736,Q99614,P01112,0,0,0.1
10737,P81274,P01112,0,0,0.1
10738,P52306,P01112,0,0,0.1
10739,Q9UKT9,P01112,0,0,0.1
10740,Q13574,P01112,0,0,0.1
10741,P01112,O43924,0,0,0.1
10742,P01112,P51617,0,0,0.1
10743,P50749,P01112,0,0,0.1
10744,P01112,O00212,0,0,0.1
10745,Q16584,O14920,0,0,0.1
10746,Q15811,P01112,0,0,0.1
10747,Q15797,Q13501,0,0,0.1
10748,Q15796,Q13501,0,0,0.1
10749,Q13501,P84022,0,0,0.1
10750,Q13501,Q13485,0,0,0.1
10751,Q9HCE7,Q13501,0,0,0.1
10752,Q13501,P19438,0,0,0.1
10753,Q13501,P36897,0,0,0.1
10754,P35222,O14920,0,0,0.1
10755,O15360,O14920,0,0,0.1
10756,Q92844,O14920,0,0,0.1
10757,Q8TEL6,O14920,0,0,0.1
10758,P0DMV9,O14920,0,0,0.1
10759,P15509,O14920,0,0,0.1
10760,Q6IA17,O00206,0,0,0.1
10761,Q9NWF9,O00206,0,0,0.1
10762,O00206,P43405,0,0,0.1
10763,O00206,Q06187,0,0,0.1
10764,P58753,P19525,0,0,0.1
10765,Q13217,P58753,0,0,0.1
